,dq,matches_played,rank,losses,wins,ties,ranking_score,cargo,hatch,hab,sandstorm_bonus,ranking_points
0,0,12,1,0,11,1,2.91,195,84,210,147,35
1,0,12,2,2,10,0,2.5,216,100,195,129,30
2,0,12,3,2,9,1,2.41,231,72,201,132,29
3,0,12,4,2,10,0,2.25,234,64,159,141,27
4,0,12,5,2,10,0,2.08,237,126,150,165,25
5,0,12,6,3,9,0,1.75,216,68,141,135,21
6,0,12,7,3,9,0,1.75,204,48,123,168,21
7,0,12,8,6,6,0,1.58,276,82,168,150,19
8,0,12,9,4,7,1,1.58,237,80,120,132,19
9,0,12,10,4,7,1,1.41,237,72,117,153,17
10,0,12,11,5,7,0,1.41,225,78,123,168,17
11,0,12,12,5,7,0,1.33,219,60,114,165,16
12,0,12,13,5,6,1,1.33,201,136,132,132,16
13,0,12,14,5,6,1,1.25,240,66,108,168,15
14,0,12,15,6,5,1,1.25,141,84,120,132,15
15,0,12,16,6,6,0,1.16,228,68,114,144,14
16,0,12,17,6,6,0,1.16,222,64,123,147,14
17,0,12,18,4,5,3,1.16,213,58,105,135,14
18,0,12,19,5,5,2,1.16,207,24,117,141,14
19,0,12,20,6,5,1,1.16,204,48,129,138,14
20,0,12,21,7,5,0,1.16,192,52,126,144,14
21,0,12,22,6,6,0,1.16,174,78,99,132,14
22,0,12,23,6,4,2,1.08,219,56,132,126,13
23,0,12,24,6,5,1,1.08,192,66,96,156,13
24,0,12,25,7,5,0,1.08,186,44,111,159,13
25,0,12,26,7,5,0,1,231,106,99,129,12
26,0,12,27,7,4,1,1,183,54,114,156,12
27,0,12,28,7,5,0,1,177,50,108,147,12
28,0,12,29,8,4,0,1,138,38,123,144,12
29,0,12,30,7,5,0,0.91,243,78,102,126,11
30,0,12,31,7,4,1,0.91,186,62,102,117,11
31,0,12,32,7,5,0,0.91,174,70,105,162,11
32,0,12,33,8,4,0,0.83,213,52,117,132,10
33,0,12,34,7,4,1,0.83,213,46,105,162,10
34,0,12,35,8,3,1,0.83,186,48,108,144,10
35,0,12,36,7,4,1,0.83,183,48,87,162,10
36,0,12,37,8,4,0,0.75,222,86,105,159,9
37,0,12,38,9,3,0,0.75,183,72,111,102,9
38,0,12,39,8,3,1,0.58,204,56,84,132,7
39,0,12,40,10,0,2,0.33,144,38,93,129,4
40,0,10,1,0,10,0,2.8,252,100,147,117,28
41,0,10,2,1,9,0,2.8,198,84,156,132,28
42,0,10,3,2,8,0,2.6,255,88,141,114,26
43,0,10,4,1,9,0,2.6,249,102,147,135,26
44,0,10,5,3,7,0,2.1,207,96,159,111,21
45,0,10,6,3,6,1,2.1,162,52,165,132,21
46,0,10,7,4,6,0,1.8,207,80,111,99,18
47,0,10,8,3,7,0,1.8,180,74,123,108,18
48,0,10,9,4,6,0,1.8,153,50,132,111,18
49,0,10,10,5,5,0,1.7,204,62,147,132,17
50,0,10,11,3,7,0,1.6,210,80,102,141,16
51,0,10,12,3,6,1,1.6,192,48,138,114,16
52,0,10,13,5,5,0,1.5,171,60,108,138,15
53,0,10,14,5,5,0,1.5,171,50,114,141,15
54,0,10,15,4,6,0,1.5,168,54,108,99,15
55,0,10,16,5,4,1,1.4,162,56,117,105,14
56,1,10,17,4,5,0,1.4,150,74,120,99,14
57,0,10,18,4,6,0,1.4,147,40,93,108,14
58,0,10,19,5,5,0,1.3,168,90,90,105,13
59,0,10,20,6,4,0,1.3,135,46,138,108,13
60,0,10,21,6,4,0,1.3,123,60,135,132,13
61,0,10,22,6,4,0,1.3,111,36,108,117,13
62,0,10,23,5,5,0,1.1,147,72,81,135,11
63,0,10,24,6,3,1,1.1,135,70,108,117,11
64,0,10,25,6,4,0,1.1,123,44,84,93,11
65,0,10,26,6,4,0,1,198,58,90,108,10
66,0,10,27,5,5,0,1,171,42,87,117,10
67,0,10,28,5,4,1,1,159,38,90,141,10
68,0,10,29,7,3,0,0.9,168,40,108,126,9
69,0,10,30,7,3,0,0.8,177,44,84,108,8
70,0,10,31,6,3,1,0.8,162,62,69,114,8
71,0,10,32,7,3,0,0.8,120,58,87,108,8
72,0,10,33,7,3,0,0.8,108,62,78,117,8
73,0,10,34,7,3,0,0.7,153,40,72,99,7
74,0,10,35,7,3,0,0.7,93,56,78,108,7
75,1,10,36,7,2,0,0.5,132,54,51,87,5
76,0,10,37,10,0,0,0.1,129,34,69,99,1
77,0,10,1,1,9,0,2.8,246,112,159,129,28
78,0,10,2,1,9,0,2.8,216,86,174,96,28
79,0,10,3,1,9,0,2.7,255,98,162,138,27
80,0,10,4,1,9,0,2.6,252,112,120,138,26
81,0,10,5,2,7,1,2.6,153,94,168,132,26
82,0,10,6,2,8,0,2.5,201,84,162,99,25
83,0,10,7,3,7,0,2.5,162,124,174,135,25
84,0,10,8,1,9,0,2.5,159,134,138,144,25
85,0,10,9,2,7,1,2.1,165,114,141,117,21
86,0,10,10,1,9,0,2,189,76,96,132,20
87,0,10,11,2,8,0,2,189,66,93,123,20
88,0,10,12,4,6,0,1.8,150,68,156,132,18
89,0,10,13,4,6,0,1.8,132,60,144,129,18
90,0,10,14,4,6,0,1.7,168,74,105,117,17
91,0,10,15,4,6,0,1.7,108,68,114,87,17
92,0,10,16,5,5,0,1.5,204,88,108,123,15
93,0,10,17,4,6,0,1.5,183,70,120,108,15
94,0,10,18,4,6,0,1.5,153,52,99,123,15
95,0,10,19,4,6,0,1.4,195,78,90,117,14
96,0,10,20,4,5,1,1.4,141,60,102,129,14
97,0,10,21,3,6,1,1.3,231,56,66,126,13
98,0,10,22,5,5,0,1.3,222,66,132,117,13
99,0,10,23,5,5,0,1.3,168,68,108,111,13
100,0,10,24,5,5,0,1.3,135,76,93,105,13
101,0,10,25,6,4,0,1.3,135,52,105,108,13
102,0,10,26,4,6,0,1.3,123,58,81,105,13
103,0,10,27,5,5,0,1.3,102,52,105,99,13
104,0,10,28,5,5,0,1.2,186,68,75,147,12
105,0,10,29,5,5,0,1.2,183,58,90,108,12
106,0,10,30,5,5,0,1.2,177,76,102,126,12
107,0,10,31,5,5,0,1.2,144,76,102,123,12
108,0,10,32,5,5,0,1.2,132,50,78,129,12
109,0,10,33,5,5,0,1.2,117,70,108,105,12
110,0,10,34,5,5,0,1,198,62,81,108,10
111,0,10,35,6,4,0,1,198,44,96,114,10
112,0,10,36,6,4,0,1,165,68,87,111,10
113,0,10,37,6,4,0,1,150,46,78,132,10
114,0,10,38,6,4,0,1,135,90,87,129,10
115,0,10,39,6,4,0,1,123,70,96,111,10
116,0,10,40,6,4,0,1,117,52,78,111,10
117,0,10,41,7,2,1,0.9,84,34,99,132,9
118,0,10,42,7,3,0,0.8,132,62,96,120,8
119,0,10,43,7,3,0,0.8,123,28,105,90,8
120,0,10,44,7,3,0,0.8,114,66,105,114,8
121,0,10,45,7,3,0,0.8,108,52,105,84,8
122,0,10,46,7,3,0,0.7,153,42,81,129,7
123,0,10,47,7,3,0,0.7,132,38,78,120,7
124,0,10,48,8,2,0,0.6,150,66,93,114,6
125,0,10,49,8,2,0,0.6,114,34,87,108,6
126,0,10,50,8,2,0,0.6,78,74,78,102,6
127,0,10,51,8,2,0,0.6,66,42,87,117,6
128,0,10,52,8,2,0,0.5,108,26,69,96,5
129,0,10,53,8,2,0,0.5,105,50,78,99,5
130,0,10,54,8,1,1,0.4,165,42,84,117,4
131,1,10,55,8,1,0,0.2,63,40,78,93,2
132,0,10,1,1,9,0,3.4,393,226,186,150,34
133,0,10,2,1,9,0,3.4,354,226,192,150,34
134,0,10,3,1,9,0,3.2,417,220,177,141,32
135,0,10,4,3,7,0,3.2,339,188,201,132,32
136,0,10,5,2,8,0,3.1,336,190,183,138,31
137,0,10,6,3,7,0,2.9,363,164,192,141,29
138,0,10,7,3,7,0,2.9,360,204,168,141,29
139,0,10,8,4,5,1,2.7,363,188,180,135,27
140,0,10,9,4,6,0,2.7,342,210,183,141,27
141,0,10,10,3,6,1,2.6,387,202,168,144,26
142,0,10,11,3,7,0,2.6,333,178,204,150,26
143,0,10,12,4,6,0,2.6,297,170,180,147,26
144,0,10,13,3,7,0,2.5,273,160,162,135,25
145,0,10,14,4,6,0,2.4,324,176,177,144,24
146,0,10,15,4,6,0,2.4,306,172,186,147,24
147,0,10,16,4,5,1,2.4,288,166,192,138,24
148,0,10,17,3,6,1,2.4,228,140,198,147,24
149,0,10,18,4,6,0,2.3,306,150,183,147,23
150,0,10,19,4,6,0,2.3,276,180,153,132,23
151,0,10,20,6,4,0,2.3,276,176,186,141,23
152,0,10,21,4,6,0,2.3,276,144,165,147,23
153,0,10,22,4,6,0,2.2,330,174,165,126,22
154,0,10,23,3,6,1,2.2,297,178,189,147,22
155,0,10,24,4,6,0,2.2,297,142,177,132,22
156,0,10,25,4,6,0,2.2,288,174,189,147,22
157,0,10,26,4,5,1,2.2,270,136,192,150,22
158,0,10,27,5,5,0,2.1,336,170,186,144,21
159,0,10,28,4,5,1,2.1,306,160,168,138,21
160,0,10,29,5,4,1,2.1,291,150,192,150,21
161,0,10,30,4,6,0,2.1,288,178,153,117,21
162,0,10,31,4,5,1,2.1,288,144,168,144,21
163,0,10,32,4,6,0,2.1,273,170,147,129,21
164,0,10,33,4,6,0,2.1,264,146,168,138,21
165,0,10,34,5,5,0,2,306,176,162,147,20
166,0,10,35,5,5,0,2,294,160,153,141,20
167,0,10,36,4,6,0,2,288,150,162,144,20
168,0,10,37,5,5,0,2,282,170,186,126,20
169,0,10,38,5,5,0,2,270,146,186,147,20
170,0,10,39,4,5,1,2,240,164,174,132,20
171,0,10,40,5,5,0,1.9,267,150,171,147,19
172,0,10,41,5,4,1,1.9,267,142,195,123,19
173,0,10,42,6,4,0,1.9,264,140,171,141,19
174,0,10,43,4,5,1,1.9,264,132,168,147,19
175,0,10,44,5,5,0,1.8,321,198,147,138,18
176,1,10,45,5,4,0,1.8,261,154,159,129,18
177,0,10,46,6,4,0,1.7,285,152,174,126,17
178,0,10,47,6,4,0,1.7,258,194,165,150,17
179,0,10,48,5,3,2,1.7,258,158,168,135,17
180,0,10,49,6,4,0,1.7,255,160,165,147,17
181,0,10,50,6,4,0,1.7,255,132,168,141,17
182,0,10,51,5,4,1,1.6,267,134,165,138,16
183,0,10,52,7,3,0,1.6,255,148,180,123,16
184,0,10,53,6,3,1,1.6,240,94,180,147,16
185,0,10,54,5,3,2,1.6,237,118,156,138,16
186,0,10,55,6,4,0,1.5,282,122,156,126,15
187,0,10,56,6,3,1,1.5,255,146,171,117,15
188,0,10,57,7,3,0,1.4,258,130,165,129,14
189,0,10,58,7,3,0,1.4,246,122,147,129,14
190,0,10,59,7,3,0,1.4,243,96,162,150,14
191,0,10,60,7,3,0,1.4,240,146,132,117,14
192,0,10,61,6,2,2,1.3,237,108,141,135,13
193,0,10,62,7,1,2,1.2,315,148,165,138,12
194,0,10,63,8,2,0,1.2,294,148,171,132,12
195,0,10,64,8,2,0,1.2,291,126,162,147,12
196,0,10,65,8,1,1,1.2,210,110,165,141,12
197,0,10,66,8,2,0,1.1,279,142,138,141,11
198,0,10,67,8,2,0,1.1,246,88,165,135,11
199,1,10,68,7,2,0,1.1,192,100,132,135,11
200,0,9,1,1,8,0,2.66,144,46,147,75,24
201,0,9,2,1,8,0,2.55,135,52,129,108,23
202,0,9,3,2,7,0,2.44,189,110,99,81,22
203,0,9,4,0,9,0,2.33,147,54,102,87,21
204,0,9,5,2,7,0,2.11,90,64,120,102,19
205,0,9,6,3,6,0,2.11,51,64,138,96,19
206,0,9,7,2,7,0,2,87,34,105,111,18
207,0,9,8,4,5,0,1.88,51,20,120,99,17
208,0,9,9,1,7,1,1.77,123,16,75,105,16
209,0,9,10,3,6,0,1.66,114,38,78,108,15
210,0,9,11,3,6,0,1.66,51,72,87,99,15
211,0,9,12,2,6,1,1.55,114,20,63,105,14
212,0,9,13,4,5,0,1.55,102,52,102,87,14
213,0,9,14,3,5,1,1.55,81,44,84,66,14
214,0,9,15,2,5,2,1.55,45,34,81,105,14
215,0,9,16,3,6,0,1.55,36,30,84,69,14
216,0,9,17,3,6,0,1.44,114,22,69,108,13
217,0,9,18,4,5,0,1.44,99,66,72,81,13
218,0,9,19,3,5,1,1.44,84,48,87,108,13
219,0,9,20,4,5,0,1.44,78,32,84,69,13
220,0,9,21,4,5,0,1.33,156,38,99,87,12
221,0,9,22,3,6,0,1.33,141,24,54,87,12
222,0,9,23,4,5,0,1.33,126,36,87,93,12
223,0,9,24,4,5,0,1.33,96,42,87,87,12
224,0,9,25,4,4,1,1.33,96,36,60,78,12
225,0,9,26,4,5,0,1.33,87,36,84,90,12
226,0,9,27,4,5,0,1.33,66,22,78,81,12
227,0,9,28,5,4,0,1.33,54,28,90,108,12
228,0,9,29,4,5,0,1.22,102,30,48,78,11
229,0,9,30,4,5,0,1.22,66,32,66,75,11
230,0,9,31,5,4,0,1.22,57,24,84,75,11
231,0,9,32,4,5,0,1.22,45,24,51,60,11
232,0,9,33,5,4,0,1.22,33,26,87,57,11
233,0,9,34,4,4,1,1.11,84,64,45,87,10
234,0,9,35,4,4,1,1.11,60,30,78,123,10
235,0,9,36,5,4,0,1,81,18,60,93,9
236,0,9,37,4,4,1,1,60,38,54,60,9
237,0,9,38,5,4,0,1,57,20,54,60,9
238,0,9,39,5,4,0,1,45,38,78,99,9
239,0,9,40,5,4,0,1,45,24,69,87,9
240,0,9,41,6,3,0,1,30,42,81,87,9
241,0,9,42,5,3,1,0.88,66,22,54,87,8
242,0,9,43,6,3,0,0.88,57,56,84,90,8
243,0,9,44,6,3,0,0.88,57,28,72,81,8
244,0,9,45,6,3,0,0.88,36,46,66,57,8
245,0,9,46,6,3,0,0.88,36,46,60,54,8
246,0,9,47,6,2,1,0.77,66,48,87,87,7
247,0,9,48,6,3,0,0.77,60,36,69,81,7
248,0,9,49,6,3,0,0.77,45,18,57,69,7
249,0,9,50,7,2,0,0.66,84,14,63,96,6
250,0,9,51,7,2,0,0.66,39,36,72,66,6
251,1,9,52,6,2,0,0.55,33,30,45,69,5
252,0,9,53,7,2,0,0.55,27,48,78,84,5
253,0,9,54,7,2,0,0.44,66,42,51,90,4
254,0,9,55,7,2,0,0.44,48,26,51,87,4
255,0,9,56,7,2,0,0.44,48,22,54,69,4
256,0,9,57,8,1,0,0.33,24,16,45,45,3
257,0,9,58,9,0,0,0,45,28,51,78,0
258,0,11,1,2,9,0,2.81,180,54,192,117,31
259,0,11,2,1,9,1,2.45,213,62,183,123,27
260,0,11,3,1,10,0,2.18,216,58,117,153,24
261,0,11,4,3,8,0,2.18,204,70,153,150,24
262,0,11,5,4,7,0,2.18,162,80,201,123,24
263,0,11,6,2,9,0,2,198,114,114,144,22
264,0,11,7,4,7,0,1.63,108,116,123,147,18
265,0,11,1,2,9,0,2.54,165,134,177,144,28
266,0,11,2,2,9,0,2.45,216,86,192,144,27
267,0,11,3,2,8,1,2.36,207,74,177,114,26
268,0,11,4,3,8,0,2.18,192,66,177,135,24
269,0,11,5,3,8,0,2.18,180,90,168,129,24
270,0,11,6,5,6,0,2,183,54,192,114,22
271,0,11,7,4,7,0,1.9,195,58,153,123,21
272,0,11,8,3,7,1,1.9,195,54,141,135,21
273,0,11,9,5,6,0,1.9,183,74,174,132,21
274,0,11,10,4,6,1,1.9,93,96,153,138,21
275,0,11,11,3,8,0,1.81,195,90,123,129,20
276,0,11,12,4,7,0,1.81,174,92,126,129,20
277,0,11,13,4,7,0,1.72,189,104,126,126,19
278,0,11,14,4,7,0,1.63,192,82,123,120,18
279,0,11,15,4,7,0,1.54,150,116,120,162,17
280,0,11,16,6,5,0,1.54,123,62,153,114,17
281,0,11,17,6,5,0,1.45,165,52,129,114,16
282,0,11,18,4,6,1,1.36,165,102,96,129,15
283,0,11,19,4,6,1,1.36,96,78,99,138,15
284,0,11,20,6,5,0,1.27,189,74,111,129,14
285,0,11,21,7,4,0,1.27,159,66,132,153,14
286,0,11,22,6,5,0,1.27,153,70,120,141,14
287,0,11,23,6,3,2,1.27,153,58,126,102,14
288,0,11,24,6,5,0,1.27,150,80,123,120,14
289,0,11,25,5,5,1,1.27,147,60,99,123,14
290,0,11,26,6,5,0,1.18,171,52,120,126,13
291,0,11,27,5,5,1,1.18,153,54,102,135,13
292,0,11,28,6,5,0,1.18,126,56,90,138,13
293,0,11,29,6,5,0,1.18,114,70,114,126,13
294,0,11,30,6,5,0,1.09,177,58,99,126,12
295,0,11,31,7,3,1,1.09,135,62,138,144,12
296,0,11,32,7,4,0,1.09,114,50,114,105,12
297,0,11,33,7,4,0,0.9,183,96,105,135,10
298,0,11,34,7,3,1,0.9,168,58,111,129,10
299,0,11,35,8,2,1,0.81,147,78,105,117,9
300,0,11,36,8,3,0,0.81,132,56,96,144,9
301,0,11,37,8,3,0,0.81,129,58,108,102,9
302,0,11,38,7,4,0,0.81,126,68,84,96,9
303,0,11,39,8,3,0,0.72,123,54,84,135,8
304,0,11,40,10,1,0,0.36,96,44,69,102,4
305,0,8,1,2,6,0,2.62,156,62,141,84,21
306,0,8,2,1,7,0,2.5,171,66,126,81,20
307,0,8,3,2,6,0,2.5,153,40,147,93,20
308,0,8,4,2,6,0,2.5,123,60,141,81,20
309,0,8,5,1,6,1,2.37,171,74,105,84,19
310,0,8,6,0,8,0,2.25,174,82,90,111,18
311,0,8,7,3,5,0,2.25,159,60,129,81,18
312,0,8,8,2,6,0,2.25,117,94,114,102,18
313,0,8,9,3,5,0,2.12,123,48,129,90,17
314,0,8,10,2,6,0,2,84,46,87,84,16
315,0,8,11,2,6,0,1.87,186,76,117,102,15
316,0,8,12,3,5,0,1.87,150,54,111,99,15
317,0,8,13,3,5,0,1.87,117,36,123,84,15
318,0,8,14,3,5,0,1.87,105,58,102,81,15
319,0,8,15,3,5,0,1.75,144,48,87,96,14
320,0,8,16,3,5,0,1.75,135,56,105,102,14
321,0,8,17,3,5,0,1.75,120,46,102,114,14
322,0,8,18,3,5,0,1.75,108,34,81,93,14
323,0,8,19,3,5,0,1.75,102,56,102,84,14
324,0,8,20,3,5,0,1.75,90,34,93,90,14
325,0,8,21,3,5,0,1.62,165,68,93,108,13
326,0,8,22,3,5,0,1.62,108,46,93,108,13
327,0,8,23,3,5,0,1.62,93,42,96,108,13
328,0,8,24,4,4,0,1.62,78,40,102,90,13
329,0,8,25,3,5,0,1.5,171,66,78,96,12
330,0,8,26,3,5,0,1.5,150,46,81,96,12
331,0,8,27,3,5,0,1.5,144,56,72,87,12
332,0,8,28,3,5,0,1.5,126,56,75,111,12
333,0,8,29,4,4,0,1.5,102,58,78,108,12
334,0,8,30,3,5,0,1.5,93,60,72,99,12
335,0,8,31,5,3,0,1.37,144,26,102,96,11
336,0,8,32,4,4,0,1.37,132,44,75,87,11
337,0,8,33,3,4,1,1.37,96,68,75,99,11
338,0,8,34,4,4,0,1.25,168,28,81,90,10
339,0,8,35,4,4,0,1.25,165,66,69,96,10
340,1,8,36,3,4,0,1.25,120,32,63,81,10
341,0,8,37,3,5,0,1.25,117,78,60,99,10
342,0,8,38,4,4,0,1.25,84,54,81,96,10
343,0,8,39,4,4,0,1.12,105,34,57,87,9
344,0,8,40,4,3,1,1.12,96,52,69,66,9
345,0,8,41,5,3,0,1.12,90,56,87,99,9
346,0,8,42,4,3,1,1,135,42,66,90,8
347,0,8,43,5,3,0,1,111,92,81,78,8
348,0,8,44,6,2,0,1,84,40,96,81,8
349,0,8,45,5,3,0,0.87,150,42,54,102,7
350,0,8,46,5,3,0,0.87,120,20,60,90,7
351,0,8,47,5,3,0,0.87,117,60,63,84,7
352,0,8,48,6,2,0,0.87,84,50,84,99,7
353,0,8,49,5,3,0,0.87,66,32,60,81,7
354,0,8,50,5,3,0,0.75,96,36,66,90,6
355,0,8,51,6,2,0,0.75,93,44,66,66,6
356,0,8,52,5,3,0,0.75,90,34,51,96,6
357,0,8,53,6,1,1,0.75,84,32,96,78,6
358,0,8,54,7,1,0,0.62,93,44,75,90,5
359,0,8,55,6,2,0,0.62,90,26,66,81,5
360,0,8,56,5,2,1,0.62,81,44,57,99,5
361,0,8,57,6,2,0,0.62,72,28,54,69,5
362,0,8,58,7,1,0,0.5,102,38,78,81,4
363,0,8,59,6,2,0,0.5,99,52,48,108,4
364,0,8,60,7,1,0,0.5,63,26,66,96,4
365,0,8,61,7,1,0,0.37,63,34,66,90,3
366,0,8,62,8,0,0,0.12,69,30,66,90,1
367,0,10,1,0,10,0,3.6,225,132,174,117,36
368,0,10,2,0,10,0,2.9,228,102,144,126,29
369,0,10,3,2,8,0,2.6,162,60,171,105,26
370,0,10,4,2,8,0,2.6,144,88,177,99,26
371,0,10,5,1,8,1,2.5,216,114,138,102,25
372,0,10,6,3,7,0,2.4,138,110,162,126,24
373,0,10,7,4,6,0,2.2,171,84,171,126,22
374,0,10,8,3,6,1,2.1,198,90,120,105,21
375,0,10,9,1,8,1,2,195,60,102,120,20
376,0,10,10,2,8,0,1.9,228,94,84,129,19
377,0,10,11,3,7,0,1.8,186,86,99,108,18
378,0,10,12,4,6,0,1.8,177,42,135,126,18
379,0,10,13,3,7,0,1.8,138,114,111,129,18
380,0,10,14,3,7,0,1.8,129,56,105,126,18
381,0,10,15,4,6,0,1.7,222,94,117,114,17
382,0,10,16,4,6,0,1.7,162,60,114,78,17
383,0,10,17,5,5,0,1.6,99,102,102,117,16
384,0,10,18,4,6,0,1.5,168,66,84,129,15
385,0,10,19,6,4,0,1.5,126,90,132,126,15
386,0,10,20,4,6,0,1.5,120,58,93,132,15
387,0,10,21,4,6,0,1.5,117,104,102,123,15
388,0,10,22,5,5,0,1.4,150,70,129,102,14
389,0,10,23,5,5,0,1.4,138,52,93,120,14
390,0,10,24,5,5,0,1.4,108,96,108,126,14
391,0,10,25,5,4,1,1.3,195,78,93,126,13
392,0,10,26,5,5,0,1.3,156,86,90,123,13
393,0,10,27,5,5,0,1.3,114,84,87,108,13
394,0,10,28,5,5,0,1.3,102,72,93,93,13
395,0,10,29,5,5,0,1.2,120,58,99,99,12
396,0,10,30,5,5,0,1.2,117,50,87,111,12
397,0,10,31,6,4,0,1.1,186,82,99,90,11
398,0,10,32,6,4,0,1.1,153,114,99,123,11
399,0,10,33,6,3,1,1.1,141,100,114,120,11
400,0,10,34,6,4,0,1.1,108,76,96,123,11
401,0,10,35,6,4,0,1.1,108,36,108,78,11
402,0,10,36,6,4,0,1.1,108,34,102,84,11
403,1,10,37,6,3,0,1.1,99,56,105,123,11
404,0,10,38,6,4,0,1,162,88,81,135,10
405,0,10,39,7,3,0,1,141,30,78,108,10
406,0,10,40,6,4,0,1,111,36,78,96,10
407,0,10,41,7,3,0,0.9,117,66,99,114,9
408,0,10,42,7,3,0,0.9,114,54,93,90,9
409,0,10,43,7,2,1,0.9,105,52,114,111,9
410,0,10,44,7,3,0,0.9,90,76,81,96,9
411,1,10,45,6,3,0,0.9,90,54,84,123,9
412,0,10,46,7,3,0,0.9,84,40,99,111,9
413,0,10,47,7,3,0,0.8,147,52,93,105,8
414,2,10,48,5,3,0,0.8,84,30,60,99,8
415,0,10,49,7,3,0,0.8,75,48,66,90,8
416,0,10,50,8,2,0,0.7,168,64,105,99,7
417,0,10,51,8,2,0,0.7,78,84,99,99,7
418,0,10,52,8,2,0,0.6,114,50,93,111,6
419,0,10,53,8,2,0,0.4,117,74,75,111,4
420,0,12,1,1,11,0,2.91,303,146,216,168,35
421,0,12,2,2,10,0,2.75,222,146,192,147,33
422,0,12,3,4,8,0,2.16,195,104,186,138,26
423,0,12,4,4,8,0,2.16,186,200,192,144,26
424,0,12,5,3,9,0,2.08,282,86,171,138,25
425,0,12,6,3,9,0,2,234,86,135,153,24
426,0,12,7,3,9,0,1.91,225,142,132,162,23
427,0,12,8,5,7,0,1.91,144,142,162,147,23
428,0,12,9,5,6,1,1.83,216,128,168,159,22
429,0,12,10,3,8,1,1.83,156,68,144,162,22
430,0,12,11,4,8,0,1.75,189,96,135,135,21
431,0,12,12,4,8,0,1.75,171,104,120,162,21
432,0,12,13,3,8,1,1.66,228,60,129,165,20
433,0,12,14,4,8,0,1.58,240,144,111,144,19
434,0,12,15,5,7,0,1.5,201,102,135,141,18
435,0,12,16,6,6,0,1.5,153,90,147,138,18
436,0,12,17,5,7,0,1.5,93,124,135,141,18
437,0,12,18,5,7,0,1.41,285,118,117,165,17
438,0,12,19,5,7,0,1.41,186,128,135,156,17
439,0,12,20,6,6,0,1.33,165,86,111,162,16
440,0,12,21,5,7,0,1.25,156,116,114,150,15
441,0,12,22,7,5,0,1.25,99,100,120,114,15
442,0,12,23,6,6,0,1.16,195,134,114,120,14
443,0,12,24,7,5,0,1.16,186,104,123,144,14
444,0,12,25,6,6,0,1.16,180,138,111,126,14
445,0,12,26,6,6,0,1.16,165,124,111,132,14
446,0,12,27,6,5,1,1.16,141,96,123,144,14
447,0,12,28,7,5,0,1.16,81,60,108,150,14
448,0,12,29,7,5,0,1.08,165,90,114,150,13
449,0,12,30,7,5,0,1.08,129,114,138,159,13
450,0,12,31,7,5,0,1,138,140,105,150,12
451,0,12,32,8,4,0,1,111,80,123,147,12
452,0,12,33,8,4,0,1,87,100,117,141,12
453,0,12,34,8,4,0,0.91,138,78,108,168,11
454,0,12,35,8,4,0,0.83,180,76,84,132,10
455,0,12,36,9,3,0,0.83,108,120,138,117,10
456,0,12,37,9,2,1,0.66,168,110,117,156,8
457,0,12,38,9,3,0,0.58,108,82,111,129,7
458,0,12,39,9,2,1,0.5,141,84,87,123,6
459,0,12,40,9,3,0,0.5,99,74,93,126,6
460,0,12,41,10,2,0,0.5,96,68,78,147,6
461,0,12,42,11,1,0,0.25,75,58,81,141,3
462,0,8,1,2,6,0,2.87,216,134,135,111,23
463,0,8,2,1,7,0,2.87,147,126,156,108,23
464,0,8,3,2,6,0,2.62,153,86,135,102,21
465,0,8,4,3,5,0,2.5,96,138,147,105,20
466,0,8,5,2,6,0,2.37,180,122,108,99,19
467,0,8,6,2,6,0,2.25,147,86,99,108,18
468,0,8,7,2,6,0,2.12,87,62,99,105,17
469,0,8,8,3,5,0,1.75,150,56,105,102,14
470,0,8,9,4,4,0,1.75,129,76,132,93,14
471,0,8,10,3,5,0,1.75,114,80,78,99,14
472,0,8,11,3,5,0,1.75,99,86,99,111,14
473,0,8,12,3,5,0,1.62,153,64,87,120,13
474,0,8,13,3,5,0,1.62,138,52,72,114,13
475,0,8,14,3,5,0,1.62,135,46,93,105,13
476,0,8,15,3,5,0,1.62,87,74,87,114,13
477,0,8,16,4,4,0,1.37,171,78,84,111,11
478,0,8,17,4,4,0,1.37,120,66,81,96,11
479,0,8,18,5,3,0,1.25,102,56,87,117,10
480,0,8,19,4,4,0,1.25,63,76,72,108,10
481,0,8,20,5,3,0,1.12,123,68,69,102,9
482,0,8,21,6,2,0,1,108,64,96,117,8
483,0,8,22,5,3,0,1,93,66,69,99,8
484,0,8,23,5,3,0,1,60,54,63,102,8
485,0,8,24,6,2,0,0.87,114,50,81,111,7
486,0,8,25,6,2,0,0.87,84,60,78,84,7
487,0,8,26,5,3,0,0.75,99,26,66,99,6
488,0,8,27,7,1,0,0.5,93,38,72,114,4
489,0,8,28,7,1,0,0.5,51,52,69,93,4
490,0,8,29,8,0,0,0.25,45,62,63,117,2
491,0,8,1,1,7,0,2.62,186,102,132,93,21
492,0,8,2,1,7,0,2.5,207,104,123,114,20
493,0,8,3,3,5,0,2.5,207,74,135,114,20
494,0,8,4,2,6,0,2.37,219,122,114,105,19
495,0,8,5,2,6,0,2.37,195,104,120,99,19
496,0,8,6,3,5,0,2.37,192,74,129,99,19
497,0,8,7,2,6,0,2.37,189,104,102,108,19
498,0,8,8,2,6,0,2.37,183,96,120,75,19
499,0,8,9,3,5,0,2.25,216,92,135,90,18
500,0,8,10,3,5,0,2.25,213,94,135,96,18
