delete,dq,matches_played,qual_average,rank,team_key,losses,wins,ties,ranking_score,cargo,hatch,hab,sandstorm_bonus,ranking_points
19,0,12,,20,frc1991,8,4,0,1.41,243,106,171,168,17
20,0,12,,21,frc1699,6,6,0,1.33,222,82,135,159,16
21,0,12,,22,frc3634,6,6,0,1.33,192,138,117,138,16
22,0,12,,23,frc4572,6,6,0,1.33,189,142,120,153,16
23,0,12,,24,frc5142,7,5,0,1.25,234,108,153,159,15
24,0,12,,25,frc6811,7,5,0,1.25,225,86,141,147,15
25,0,12,,26,frc999,7,5,0,1.25,216,86,162,168,15
26,0,12,,27,frc2785,7,5,0,1.25,192,90,159,174,15
27,0,12,,28,frc213,7,5,0,1.16,231,72,150,168,14
28,0,12,,29,frc5746,8,4,0,1.16,210,100,141,168,14
29,0,12,,30,frc6346,8,4,0,1.16,207,90,138,177,14
30,0,12,,31,frc2170,7,5,0,1.16,153,108,135,165,14
31,0,12,,32,frc175,7,5,0,1.08,240,92,138,168,13
32,0,12,,33,frc7153,9,3,0,1.08,195,92,138,147,13
33,0,12,,34,frc7462,8,4,0,1.08,195,90,144,162,13
34,0,12,,35,frc3182,8,4,0,1,222,96,120,171,12
35,0,12,,36,frc6333,9,3,0,1,192,96,159,147,12
36,0,12,,37,frc3719,9,3,0,0.91,174,110,165,168,11
37,0,12,,38,frc1124,10,2,0,0.58,180,114,126,150,7
0,0,4,,1,frc2168,0,4,0,3.25,81,64,63,60,13
1,0,4,,2,frc177,1,3,0,3,108,56,72,54,12
2,0,4,,3,frc236,0,4,0,2.75,105,60,57,57,11
3,0,4,,4,frc3461,1,3,0,2.75,105,46,87,57,11
4,0,4,,5,frc3146,1,3,0,2.5,93,52,69,57,10
5,0,4,,6,frc4557,1,3,0,2.25,75,32,45,60,9
6,0,4,,7,frc230,1,3,0,2.25,51,56,69,60,9
7,0,4,,8,frc2067,1,3,0,2,99,38,48,60,8
8,0,4,,9,frc3719,1,3,0,2,93,46,54,51,8
9,0,4,,10,frc176,2,2,0,2,84,46,66,54,8
10,0,4,,11,frc178,2,2,0,2,72,38,72,51,8
11,0,4,,12,frc181,2,2,0,1.75,81,60,57,54,7
12,0,4,,13,frc7407,2,2,0,1.75,69,40,66,51,7
13,0,4,,14,frc2064,2,2,0,1.75,63,34,54,54,7
14,0,4,,15,frc3654,2,2,0,1.75,54,32,72,57,7
15,0,4,,16,frc4055,1,3,0,1.75,51,44,45,57,7
16,0,4,,17,frc1740,1,3,0,1.75,39,30,45,57,7
17,0,4,,18,frc3555,2,2,0,1.5,96,42,48,45,6
18,0,4,,19,frc195,2,2,0,1.5,81,40,54,42,6
19,0,4,,20,frc3634,2,2,0,1.5,66,46,48,54,6
20,0,4,,21,frc3464,2,2,0,1.5,66,44,51,54,6
21,0,4,,22,frc558,2,2,0,1.5,63,54,45,54,6
22,0,4,,23,frc7462,2,2,0,1.5,57,50,51,54,6
23,0,4,,24,frc173,2,2,0,1.5,42,28,54,48,6
24,0,4,,25,frc1071,2,2,0,1.25,90,50,36,57,5
25,0,4,,26,frc1991,3,1,0,1.25,84,34,51,54,5
26,0,4,,27,frc155,2,2,0,1.25,33,54,42,57,5
27,0,4,,28,frc2836,3,1,0,1,48,48,54,48,4
28,0,4,,29,frc2712,3,1,0,0.75,66,36,36,48,3
29,0,4,,30,frc3182,3,1,0,0.75,60,30,36,48,3
30,0,4,,31,frc999,3,1,0,0.75,57,38,45,57,3
31,0,4,,32,frc7153,4,0,0,0.25,84,36,45,51,1
32,0,4,,33,frc228,4,0,0,0.25,66,36,39,54,1
33,0,4,,34,frc6346,4,0,0,0,60,30,33,51,0
34,0,4,,35,frc5686,4,0,0,0,39,22,36,42,0
0,0,7,,1,frc3928,0,7,0,3,138,50,123,96,21
1,0,7,,2,frc525,1,6,0,2.85,180,76,144,93,20
2,0,7,,3,frc3284,1,6,0,2.57,174,72,123,84,18
3,0,7,,4,frc1939,0,7,0,2.57,147,44,108,81,18
4,0,7,,5,frc4329,2,5,0,2.42,165,48,126,90,17
5,0,7,,6,frc5801,1,6,0,2.42,132,46,105,84,17
6,0,7,,7,frc323,3,4,0,2.28,198,68,123,96,16
7,0,7,,8,frc6424,2,5,0,2.28,147,42,123,87,16
8,0,7,,9,frc5918,2,5,0,2.14,102,32,102,75,15
9,0,7,,10,frc1986,2,5,0,2,159,56,111,72,14
10,0,7,,11,frc5126,2,5,0,2,126,34,87,90,14
11,0,7,,12,frc4959,2,5,0,1.85,138,50,93,84,13
12,0,7,,13,frc1730,3,4,0,1.85,129,56,102,63,13
13,0,7,,14,frc1763,2,5,0,1.85,120,34,69,63,13
14,0,7,,15,frc2410,4,3,0,1.71,126,38,108,75,12
15,0,7,,16,frc2335,2,5,0,1.71,120,28,72,66,12
16,0,7,,17,frc4522,4,3,0,1.71,108,42,120,75,12
17,0,7,,18,frc1825,3,4,0,1.57,189,74,84,75,11
18,0,7,,19,frc6359,3,4,0,1.57,168,70,78,66,11
19,0,7,,20,frc5006,4,3,0,1.57,141,44,111,78,11
20,0,7,,21,frc5119,3,4,0,1.57,93,24,78,87,11
21,0,7,,22,frc6817,3,4,0,1.57,84,36,78,84,11
22,0,7,,23,frc2357,3,4,0,1.42,144,58,69,84,10
23,0,7,,24,frc1987,3,4,0,1.42,138,62,69,84,10
24,0,7,,25,frc1710,3,4,0,1.42,132,48,66,72,10
25,0,7,,26,frc1810,3,4,0,1.42,123,26,75,90,10
26,0,7,,27,frc1802,4,3,0,1.42,69,32,102,87,10
27,0,7,,28,frc2560,4,3,0,1.28,132,34,81,93,9
28,0,7,,29,frc1769,3,4,0,1.28,129,28,60,84,9
29,0,7,,30,frc1775,5,2,0,1.28,117,34,99,93,9
30,0,7,,31,frc4455,4,3,0,1.28,105,12,66,93,9
31,0,7,,32,frc3792,4,3,0,1.14,135,32,75,84,8
32,0,7,,33,frc6419,4,3,0,1.14,114,26,72,60,8
33,0,7,,34,frc5968,4,3,0,1.14,114,26,69,63,8
34,0,7,,35,frc3593,4,3,0,1.14,105,34,75,69,8
35,0,7,,36,frc1984,4,3,0,1.14,99,42,72,69,8
36,0,7,,37,frc9999,4,3,0,1.14,96,18,72,81,8
37,0,7,,38,frc5098,4,3,0,1.14,66,48,84,93,8
38,0,7,,39,frc5013,6,1,0,1,114,18,96,69,7
39,0,7,,40,frc1785,4,3,0,1,108,34,72,69,7
40,0,7,,41,frc1982,4,3,0,1,99,40,66,84,7
41,0,7,,42,frc6317,6,1,0,0.85,102,24,78,90,6
42,0,7,,43,frc2723,5,2,0,0.85,96,18,78,90,6
43,0,7,,44,frc937,5,2,0,0.85,93,26,81,81,6
44,0,7,,45,frc1994,5,2,0,0.85,90,28,60,69,6
45,0,7,,46,frc1723,5,2,0,0.71,120,24,51,90,5
46,0,7,,47,frc4646,6,1,0,0.71,84,24,60,63,5
47,0,7,,48,frc9985,6,1,0,0.71,69,16,78,84,5
48,0,7,,49,frc1108,7,0,0,0.28,120,26,69,60,2
49,0,7,,50,frc1847,7,0,0,0.14,60,10,69,81,1
0,0,12,,1,frc176,2,10,0,2.66,204,128,225,132,32
1,0,12,,2,frc1676,1,9,2,2.25,234,128,168,165,27
2,0,12,,3,frc177,4,7,1,2.08,243,86,204,171,25
3,0,12,,4,frc230,3,9,0,2,201,112,153,147,24
4,0,12,,5,frc181,4,8,0,2,195,110,165,147,24
5,0,12,,6,frc716,2,10,0,1.91,258,114,87,126,23
6,0,12,,7,frc558,3,8,1,1.75,261,104,132,156,21
7,0,12,,8,frc1991,5,6,1,1.75,186,84,186,144,21
8,0,12,,9,frc571,4,8,0,1.75,183,72,141,162,21
9,0,12,,10,frc178,5,6,1,1.66,177,92,159,129,20
10,0,12,,11,frc3314,5,7,0,1.66,171,86,144,129,20
11,0,12,,12,frc237,4,7,1,1.66,165,132,123,135,20
12,0,12,,13,frc236,4,8,0,1.58,207,86,129,144,19
13,0,12,,14,frc3654,3,7,2,1.58,159,102,135,156,19
14,0,12,,15,frc6723,4,8,0,1.58,126,104,144,159,19
15,0,12,,16,frc228,5,7,0,1.5,237,88,102,141,18
16,0,12,,17,frc5856,5,7,0,1.5,213,72,126,144,18
17,0,12,,18,frc1071,5,7,0,1.5,195,110,120,135,18
18,0,12,,19,frc2836,5,7,0,1.5,162,128,147,156,18
19,0,12,,20,frc3464,5,6,1,1.5,126,114,159,165,18
20,0,12,,21,frc4055,5,6,1,1.41,183,76,129,153,17
21,0,12,,22,frc1099,6,6,0,1.41,129,108,153,159,17
22,0,12,,23,frc2067,6,6,0,1.33,192,90,132,123,16
23,0,12,,24,frc4653,6,6,0,1.25,204,64,96,141,15
24,0,12,,25,frc4557,6,4,2,1.25,162,114,156,138,15
25,0,12,,26,frc175,6,6,0,1.25,162,80,150,162,15
26,0,12,,27,frc839,7,5,0,1.08,144,58,105,135,13
27,0,12,,28,frc3182,8,4,0,1,183,56,120,138,12
28,0,12,,29,frc3461,8,4,0,1,165,74,117,153,12
29,0,12,,30,frc5686,7,5,0,1,153,58,126,150,12
30,0,12,,31,frc5142,8,4,0,0.91,141,66,114,111,11
31,0,12,,32,frc4097,8,4,0,0.91,126,54,105,126,11
32,0,12,,33,frc2064,8,4,0,0.83,177,78,111,165,10
33,0,12,,34,frc3525,8,4,0,0.83,132,100,114,129,10
34,2,12,,35,frc999,6,3,1,0.83,117,32,111,105,10
35,0,12,,36,frc6346,9,2,1,0.66,144,110,102,105,8
36,1,12,,37,frc1124,9,2,0,0.66,120,54,108,123,8
37,3,12,,38,frc7760,6,2,1,0.66,90,70,99,105,8
38,0,12,,39,frc2170,9,3,0,0.58,123,66,90,111,7
39,0,12,,40,frc4572,9,3,0,0.58,120,106,75,141,7
40,1,12,,41,frc5746,9,1,1,0.5,90,52,105,135,6
0,0,10,,1,frc1114,1,9,0,3.5,396,222,204,147,35
1,0,10,,2,frc2767,0,10,0,3.5,363,186,228,129,35
2,0,10,,3,frc2056,1,9,0,3.3,345,180,204,135,33
3,0,10,,4,frc78,2,7,1,3.1,378,176,207,141,31
4,0,10,,5,frc195,1,8,1,3.1,327,202,186,135,31
5,0,10,,6,frc3538,2,8,0,3,366,206,180,144,30
6,0,10,,7,frc2851,3,7,0,2.9,348,196,189,147,29
7,0,10,,8,frc20,2,8,0,2.9,321,182,198,147,29
8,0,10,,9,frc1023,3,7,0,2.8,354,178,174,126,28
9,0,10,,10,frc1519,2,8,0,2.8,297,192,192,144,28
10,0,10,,11,frc2834,2,8,0,2.7,342,196,168,150,27
11,0,10,,12,frc3656,2,7,1,2.7,321,150,177,138,27
12,0,10,,13,frc461,4,6,0,2.7,309,182,207,141,27
13,0,10,,14,frc329,4,6,0,2.7,303,158,198,138,27
14,0,10,,15,frc1807,3,7,0,2.6,354,204,180,138,26
15,0,10,,16,frc107,2,7,1,2.6,354,176,207,147,26
16,0,10,,17,frc226,2,7,1,2.6,321,144,216,150,26
17,0,10,,18,frc4213,4,5,1,2.6,294,170,195,147,26
18,0,10,,19,frc2607,4,6,0,2.6,279,160,216,138,26
19,0,10,,20,frc987,5,5,0,2.5,321,174,198,144,25
20,0,10,,21,frc3339,4,6,0,2.4,339,150,177,132,24
21,0,10,,22,frc3211,4,6,0,2.4,303,162,174,132,24
22,0,10,,23,frc4028,4,5,1,2.4,294,190,177,141,24
23,0,10,,24,frc230,5,5,0,2.4,234,156,186,144,24
24,0,10,,25,frc5509,4,6,0,2.3,297,128,198,132,23
25,0,10,,26,frc401,6,4,0,2.2,333,200,177,135,22
26,0,10,,27,frc1241,4,6,0,2.2,312,168,174,147,22
27,0,10,,28,frc303,3,5,2,2.2,300,142,198,144,22
28,0,10,,29,frc7553,5,5,0,2.2,261,152,210,147,22
29,0,10,,30,frc237,4,6,0,2.1,342,186,165,126,21
30,0,10,,31,frc302,4,5,1,2.1,318,172,168,141,21
31,0,10,,32,frc5530,4,6,0,2.1,303,156,168,129,21
32,0,10,,33,frc494,5,5,0,2.1,279,162,168,135,21
33,0,10,,34,frc11,5,5,0,2.1,264,148,165,144,21
34,0,10,,35,frc48,5,5,0,2,324,168,156,150,20
35,0,10,,36,frc1610,4,5,1,2,285,178,144,144,20
36,0,10,,37,frc4285,6,4,0,2,276,144,201,144,20
37,0,10,,38,frc279,5,5,0,2,258,128,180,135,20
38,0,10,,39,frc7515,5,4,1,2,204,94,180,123,20
39,0,10,,40,frc56,5,3,2,1.9,321,142,219,138,19
40,0,10,,41,frc1684,7,3,0,1.9,309,174,189,129,19
41,0,10,,42,frc967,5,5,0,1.9,297,166,180,144,19
42,0,10,,43,frc6090,5,5,0,1.9,285,158,171,141,19
43,0,10,,44,frc3102,6,2,2,1.9,285,128,207,132,19
44,0,10,,45,frc1756,6,3,1,1.9,267,152,186,147,19
45,0,10,,46,frc2998,4,6,0,1.8,294,202,147,135,18
46,0,10,,47,frc7039,7,3,0,1.8,276,134,189,135,18
47,0,10,,48,frc1073,6,3,1,1.8,261,148,183,138,18
48,0,10,,49,frc5847,7,3,0,1.8,240,164,177,144,18
49,0,10,,50,frc126,6,3,1,1.7,312,160,177,144,17
50,0,10,,51,frc1501,7,3,0,1.7,279,138,204,144,17
51,0,10,,52,frc5987,7,3,0,1.7,261,152,180,126,17
52,0,10,,53,frc7886,6,3,1,1.7,243,130,186,135,17
53,0,10,,54,frc5914,5,3,2,1.6,285,154,174,144,16
54,0,10,,55,frc173,7,3,0,1.6,273,166,189,144,16
55,0,10,,56,frc3654,6,4,0,1.6,255,124,174,135,16
56,0,10,,57,frc3655,8,2,0,1.5,294,146,180,144,15
57,0,10,,58,frc177,7,3,0,1.5,285,142,171,132,15
58,0,10,,59,frc1360,7,3,0,1.5,279,148,168,129,15
59,0,10,,60,frc314,6,4,0,1.5,252,120,159,138,15
60,0,10,,61,frc4296,7,3,0,1.4,297,134,153,144,14
61,0,10,,62,frc193,6,3,1,1.4,267,134,138,147,14
62,1,10,,63,frc7590,7,2,0,1.4,234,98,156,123,14
63,0,10,,64,frc5865,8,1,1,1.2,249,136,180,141,12
64,0,10,,65,frc2224,9,1,0,1.2,219,140,177,144,12
65,0,10,,66,frc7539,7,3,0,1.2,219,134,147,129,12
66,0,10,,67,frc7598,9,1,0,1.1,246,144,186,144,11
67,0,10,,68,frc5672,9,1,0,0.9,225,96,171,141,9
0,0,10,,1,frc319,1,9,0,3.1,384,196,168,108,31
1,0,10,,2,frc176,1,8,1,3,324,180,192,126,30
2,0,10,,3,frc2200,2,8,0,2.9,393,202,162,108,29
3,0,10,,4,frc4003,2,7,1,2.9,327,142,210,123,29
4,0,10,,5,frc1729,3,7,0,2.8,291,202,165,126,28
5,0,10,,6,frc3641,2,8,0,2.7,327,176,162,123,27
6,0,10,,7,frc1506,3,7,0,2.7,324,172,210,117,27
7,0,10,,8,frc172,2,8,0,2.7,309,158,186,129,27
8,0,10,,9,frc4039,3,7,0,2.7,276,152,189,126,27
9,0,10,,10,frc1787,2,8,0,2.6,354,178,183,135,26
10,0,10,,11,frc133,3,6,1,2.6,333,182,186,132,26
11,0,10,,12,frc2062,2,8,0,2.6,333,178,156,126,26
12,0,10,,13,frc1885,3,6,1,2.6,315,178,174,129,26
13,0,10,,14,frc4903,3,7,0,2.5,354,178,144,126,25
14,0,10,,15,frc2638,2,8,0,2.5,297,152,186,138,25
15,0,10,,16,frc3630,3,7,0,2.5,267,162,180,120,25
16,0,10,,17,frc2075,3,6,1,2.4,327,172,159,120,24
17,0,10,,18,frc340,3,7,0,2.4,309,172,165,126,24
18,0,10,,19,frc2883,3,6,1,2.4,306,168,174,135,24
19,0,10,,20,frc223,3,7,0,2.4,306,164,168,141,24
20,0,10,,21,frc4525,3,7,0,2.4,240,118,210,141,24
21,0,10,,22,frc4946,4,6,0,2.3,321,182,168,144,23
22,0,10,,23,frc1718,4,5,1,2.3,291,172,156,126,23
23,0,10,,24,frc2702,3,7,0,2.3,282,142,168,114,23
24,0,10,,25,frc4728,5,5,0,2.3,252,156,198,120,23
25,0,10,,26,frc4541,4,6,0,2.2,357,186,141,129,22
26,0,10,,27,frc4130,5,5,0,2.2,282,136,177,144,22
27,0,10,,28,frc2673,4,6,0,2.1,291,108,156,141,21
28,0,10,,29,frc862,5,5,0,2.1,285,150,174,129,21
29,0,10,,30,frc1574,5,5,0,2,327,156,168,123,20
30,0,10,,31,frc4680,5,5,0,2,327,118,180,135,20
31,0,10,,32,frc4970,6,4,0,2,270,114,177,141,20
32,0,10,,33,frc5740,5,5,0,2,261,138,162,138,20
33,0,10,,34,frc7645,5,5,0,2,243,86,195,132,20
34,0,10,,35,frc558,4,6,0,2,240,122,180,135,20
35,0,10,,36,frc694,5,5,0,1.9,300,162,189,138,19
36,0,10,,37,frc2202,6,4,0,1.9,300,150,159,144,19
37,0,10,,38,frc6024,5,4,1,1.9,291,132,159,126,19
38,0,10,,39,frc2614,5,5,0,1.9,270,152,162,126,19
39,1,10,,40,frc3990,4,5,0,1.9,267,128,132,126,19
40,0,10,,41,frc6088,5,5,0,1.9,252,112,180,147,19
41,0,10,,42,frc2611,6,4,0,1.8,294,138,183,126,18
42,0,10,,43,frc7491,6,4,0,1.8,279,112,177,141,18
43,0,10,,44,frc2994,6,4,0,1.8,267,130,186,147,18
44,0,10,,45,frc5926,5,3,2,1.8,243,136,210,144,18
45,0,10,,46,frc1418,6,4,0,1.7,297,150,171,129,17
46,0,10,,47,frc4593,7,3,0,1.7,267,150,168,141,17
47,0,10,,48,frc6237,6,4,0,1.7,267,106,174,141,17
48,0,10,,49,frc1922,6,4,0,1.7,264,138,171,144,17
49,0,10,,50,frc120,5,4,1,1.7,261,106,135,129,17
50,0,10,,51,frc2957,5,5,0,1.7,255,122,138,126,17
51,0,10,,52,frc3193,7,3,0,1.7,249,118,189,141,17
52,0,10,,53,frc3550,7,3,0,1.6,222,112,159,150,16
53,0,10,,54,frc3414,7,2,1,1.5,270,134,189,138,15
54,0,10,,55,frc3075,7,3,0,1.5,249,156,147,120,15
55,0,10,,56,frc2619,7,3,0,1.4,279,122,159,135,14
56,0,10,,57,frc7530,8,2,0,1.4,252,122,180,126,14
57,0,10,,58,frc7523,7,3,0,1.4,237,106,153,126,14
58,0,10,,59,frc4096,8,2,0,1.4,234,142,180,132,14
59,0,10,,60,frc7797,7,3,0,1.4,225,104,162,129,14
60,0,10,,61,frc6455,7,3,0,1.4,219,104,138,141,14
61,0,10,,62,frc1091,6,4,0,1.3,255,116,126,129,13
62,0,10,,63,frc5125,8,2,0,1.3,246,106,150,138,13
63,0,10,,64,frc5724,9,1,0,1,237,122,180,144,10
64,0,10,,65,frc6016,9,1,0,1,204,98,138,123,10
65,0,10,,66,frc453,8,2,0,0.9,246,94,135,135,9
66,0,10,,67,frc2869,8,2,0,0.9,159,108,126,132,9
67,0,10,,68,frc7417,9,1,0,0.7,198,86,120,129,7
0,0,10,,1,frc1676,0,10,0,3.6,318,170,177,135,36
1,0,10,,2,frc3707,0,10,0,3.2,381,184,228,132,32
2,0,10,,3,frc225,1,9,0,3.2,366,178,189,147,32
3,0,10,,4,frc3542,3,7,0,3,357,202,183,135,30
4,0,10,,5,frc1923,1,9,0,2.9,333,180,174,120,29
5,0,10,,6,frc836,2,8,0,2.8,264,158,207,144,28
6,0,10,,7,frc1690,3,6,1,2.7,351,174,183,150,27
7,0,10,,8,frc103,4,6,0,2.7,312,156,195,129,27
8,0,10,,9,frc51,3,7,0,2.7,312,154,225,141,27
9,0,10,,10,frc2791,4,6,0,2.7,291,182,174,120,27
10,0,10,,11,frc5567,2,7,1,2.7,279,176,192,138,27
11,0,10,,12,frc245,3,7,0,2.6,318,162,183,147,26
12,0,10,,13,frc4253,4,6,0,2.6,294,146,177,141,26
13,0,10,,14,frc1918,3,6,1,2.5,351,188,147,147,25
14,0,10,,15,frc5951,3,7,0,2.5,324,156,159,144,25
15,0,10,,16,frc3044,3,7,0,2.5,306,158,183,147,25
16,0,10,,17,frc3667,3,7,0,2.5,279,168,207,141,25
17,0,10,,18,frc2771,4,6,0,2.5,267,176,192,114,25
18,0,10,,19,frc1218,4,6,0,2.4,324,166,195,141,24
19,0,10,,20,frc125,4,6,0,2.4,282,154,174,123,24
20,0,10,,21,frc868,3,7,0,2.4,258,158,150,135,24
21,0,10,,22,frc236,5,5,0,2.3,315,168,198,135,23
22,0,10,,23,frc4481,4,6,0,2.3,249,184,165,135,23
23,0,10,,24,frc7885,4,6,0,2.3,222,114,168,144,23
24,0,10,,25,frc88,5,5,0,2.2,336,152,195,150,22
25,0,10,,26,frc4381,5,5,0,2.2,300,146,168,120,22
26,0,10,,27,frc217,6,4,0,2.2,291,142,177,126,22
27,0,10,,28,frc4143,6,4,0,2.2,276,132,195,144,22
28,0,10,,29,frc1024,4,6,0,2.2,261,154,183,144,22
29,0,10,,30,frc7480,4,5,1,2.2,225,118,180,135,22
30,0,10,,31,frc3604,4,6,0,2.1,327,138,171,138,21
31,0,10,,32,frc2337,4,6,0,2.1,312,140,186,138,21
32,0,10,,33,frc190,5,5,0,2.1,273,132,198,153,21
33,0,10,,34,frc772,5,4,1,2.1,255,110,174,141,21
34,0,10,,35,frc191,5,5,0,2.1,252,104,192,144,21
35,0,10,,36,frc16,6,4,0,2,294,164,141,129,20
36,0,10,,37,frc6401,4,6,0,2,282,126,177,135,20
37,0,10,,38,frc1781,5,5,0,2,264,122,192,150,20
38,0,10,,39,frc365,5,5,0,2,252,124,174,141,20
39,0,10,,40,frc3146,6,4,0,1.9,309,148,180,147,19
40,0,10,,41,frc503,5,5,0,1.9,264,160,156,138,19
41,0,10,,42,frc7651,6,4,0,1.9,237,120,171,141,19
42,0,10,,43,frc3555,6,4,0,1.8,294,146,183,147,18
43,0,10,,44,frc1317,6,4,0,1.8,213,116,201,147,18
44,0,10,,45,frc175,6,4,0,1.7,294,132,186,141,17
45,0,10,,46,frc1792,5,5,0,1.7,246,146,168,120,17
46,0,10,,47,frc2502,7,3,0,1.7,234,112,210,141,17
47,0,10,,48,frc353,5,5,0,1.7,216,118,180,144,17
48,0,10,,49,frc5811,5,5,0,1.6,276,166,144,141,16
49,0,10,,50,frc2500,5,5,0,1.6,252,178,120,144,16
50,0,10,,51,frc771,5,4,1,1.6,252,102,174,147,16
51,0,10,,52,frc3381,7,3,0,1.6,249,134,174,120,16
52,0,10,,53,frc7462,7,3,0,1.6,240,122,177,144,16
53,0,10,,54,frc250,7,3,0,1.6,237,102,180,147,16
54,0,10,,55,frc1058,8,2,0,1.6,234,146,180,138,16
55,0,10,,56,frc5501,7,3,0,1.6,234,116,192,147,16
56,0,10,,57,frc3926,6,4,0,1.6,213,174,177,135,16
57,0,10,,58,frc2830,8,2,0,1.4,264,134,162,147,14
58,0,10,,59,frc2265,7,3,0,1.4,231,126,156,141,14
59,1,10,,60,frc7719,7,2,0,1.4,159,104,144,120,14
60,0,10,,61,frc5084,8,2,0,1.3,303,126,183,135,13
61,0,10,,62,frc6806,7,3,0,1.3,255,98,171,141,13
62,0,10,,63,frc7673,7,3,0,1.3,225,96,162,144,13
63,0,10,,64,frc5348,7,3,0,1.2,258,122,162,144,12
64,0,10,,65,frc3618,8,2,0,1.1,231,106,159,141,11
65,0,10,,66,frc449,8,2,0,1,246,132,147,129,10
66,0,10,,67,frc3624,8,2,0,1,240,112,144,135,10
67,0,10,,68,frc5943,9,1,0,0.9,201,114,153,150,9
0,0,9,,1,frc7028,1,8,0,2.44,171,76,126,117,22
1,0,9,,2,frc7021,2,7,0,2.22,192,94,129,105,20
2,0,9,,3,frc4239,1,8,0,2.22,135,68,120,117,20
3,0,9,,4,frc2450,3,6,0,2.22,108,74,156,78,20
4,0,9,,5,frc1816,4,5,0,1.88,144,64,120,99,17
5,0,9,,6,frc6217,2,7,0,1.88,144,54,93,105,17
6,0,9,,7,frc3184,2,7,0,1.88,111,54,99,105,17
7,0,9,,8,frc2574,3,6,0,1.77,156,40,102,117,16
8,0,9,,9,frc3206,5,4,0,1.55,108,52,108,93,14
9,0,9,,10,frc4198,4,5,0,1.55,102,52,105,90,14
10,0,9,,11,frc2508,5,4,0,1.55,102,26,129,105,14
11,0,9,,12,frc3883,3,6,0,1.55,99,48,102,102,14
12,0,9,,13,frc2530,4,5,0,1.44,81,52,108,93,13
13,0,9,,14,frc4215,4,5,0,1.33,129,50,90,102,12
14,0,9,,15,frc2846,4,5,0,1.22,156,44,84,96,11
15,0,9,,16,frc3026,4,5,0,1.22,147,34,84,84,11
16,0,9,,17,frc4207,5,4,0,1.22,132,54,87,72,11
17,0,9,,18,frc2175,4,5,0,1.22,126,56,75,96,11
18,0,9,,19,frc2502,5,4,0,1.22,87,70,105,105,11
19,0,9,,20,frc3082,5,4,0,1.11,108,58,81,75,10
20,0,9,,21,frc3130,5,4,0,1.11,105,36,93,96,10
21,0,9,,22,frc2526,5,4,0,1,147,30,75,99,9
22,0,9,,23,frc4549,7,2,0,0.88,102,34,99,75,8
23,0,9,,24,frc9992,7,2,0,0.77,123,44,84,87,7
24,0,9,,25,frc2531,7,2,0,0.77,114,34,87,105,7
25,0,9,,26,frc7432,6,3,0,0.77,96,56,75,81,7
26,0,9,,27,frc2549,7,2,0,0.66,114,40,78,87,6
27,0,9,,28,frc2220,8,1,0,0.44,102,46,63,99,4
28,0,9,,29,frc3100,9,0,0,0.22,75,18,78,72,2
0,0,9,,1,frc2152,0,9,0,3,165,48,150,120,27
1,0,9,,2,frc386,2,7,0,2.55,156,70,156,120,23
2,0,9,,3,frc179,2,7,0,2.33,117,86,123,120,21
3,0,9,,4,frc7754,2,7,0,2.33,87,56,150,108,21
4,0,9,,5,frc2383,3,6,0,2.22,165,48,159,102,20
5,0,9,,6,frc744,2,6,1,2.22,147,54,138,84,20
6,0,9,,7,frc86,3,6,0,2.11,180,98,120,84,19
7,0,9,,8,frc7500,2,7,0,2.11,126,76,132,102,19
8,0,9,,9,frc6473,2,7,0,2.11,111,84,117,105,19
9,0,9,,10,frc1772,2,7,0,2,171,64,126,123,18
10,0,9,,11,frc1744,3,6,0,2,156,58,114,90,18
11,0,9,,12,frc4065,1,8,0,2,147,62,87,99,18
12,0,9,,13,frc5753,2,7,0,1.88,153,64,108,87,17
13,0,9,,14,frc233,3,6,0,1.88,126,70,117,108,17
14,0,9,,15,frc7450,3,6,0,1.88,126,40,105,114,17
15,0,9,,16,frc3932,4,5,0,1.88,75,40,150,102,17
16,0,9,,17,frc5472,3,6,0,1.77,162,68,111,93,16
17,0,9,,18,frc59,3,6,0,1.77,159,82,90,120,16
18,0,9,,19,frc180,4,5,0,1.55,171,88,93,93,14
19,0,9,,20,frc3627,5,4,0,1.55,111,40,120,90,14
20,0,9,,21,frc4562,4,5,0,1.55,81,74,117,99,14
21,0,9,,22,frc6527,3,5,1,1.55,78,66,117,120,14
22,0,9,,23,frc1382,4,5,0,1.44,165,54,84,105,13
23,0,9,,24,frc6722,4,5,0,1.44,138,46,69,99,13
24,0,9,,25,frc4972,5,4,0,1.44,135,56,114,96,13
25,0,9,,26,frc7193,3,6,0,1.44,93,46,72,93,13
26,0,9,,27,frc6184,4,5,0,1.44,87,42,105,102,13
27,0,9,,28,frc7728,4,5,0,1.44,63,70,99,111,13
28,0,9,,29,frc6850,5,4,0,1.33,153,24,90,102,12
29,0,9,,30,frc1902,4,5,0,1.33,141,72,93,87,12
30,0,9,,31,frc1251,4,5,0,1.33,135,40,81,81,12
31,0,9,,32,frc1557,4,4,1,1.33,105,32,96,90,12
32,0,9,,33,frc7026,5,4,0,1.22,126,38,93,120,11
33,0,9,,34,frc7431,5,4,0,1.22,120,40,99,84,11
34,0,9,,35,frc3653,5,4,0,1.22,120,40,93,114,11
35,0,9,,36,frc5276,4,5,0,1.22,105,44,60,105,11
36,0,9,,37,frc5816,4,5,0,1.22,99,86,90,123,11
